Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,rewriteClientbound,Magic Number,The method contains a magic number: 4,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,rewriteClientbound,Magic Number,The method contains a magic number: 0x4A,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,rewriteClientbound,Magic Number,The method contains a magic number: 0x42,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,rewriteClientbound,Magic Number,The method contains a magic number: 0x31,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,rewriteClientbound,Magic Number,The method contains a magic number: 60,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,rewriteClientbound,Magic Number,The method contains a magic number: 90,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,rewriteClientbound,Magic Number,The method contains a magic number: 91,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,rewriteClientbound,Magic Number,The method contains a magic number: 60,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,rewriteClientbound,Magic Number,The method contains a magic number: 91,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,rewriteClientbound,Magic Number,The method contains a magic number: 26,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,rewriteClientbound,Magic Number,The method contains a magic number: 0x05,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,rewriteClientbound,Magic Number,The method contains a magic number: 0x2C,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,rewriteClientbound,Magic Number,The method contains a magic number: 2,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,rewriteClientbound,Magic Number,The method contains a magic number: 0x3B,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,rewriteClientbound,Magic Number,The method contains a magic number: 6,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,rewriteClientbound,Magic Number,The method contains a magic number: 7,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,rewriteClientbound,Magic Number,The method contains a magic number: 13,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,rewriteServerbound,Magic Number,The method contains a magic number: 0x1E,159
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,EntityMap_1_12_1,Magic Number,The method contains a magic number: 0x03,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,EntityMap_1_12_1,Magic Number,The method contains a magic number: 0x04,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,EntityMap_1_12_1,Magic Number,The method contains a magic number: 0x05,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,EntityMap_1_12_1,Magic Number,The method contains a magic number: 0x06,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,EntityMap_1_12_1,Magic Number,The method contains a magic number: 0x08,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,EntityMap_1_12_1,Magic Number,The method contains a magic number: 0x1B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,EntityMap_1_12_1,Magic Number,The method contains a magic number: 0x25,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,EntityMap_1_12_1,Magic Number,The method contains a magic number: 0x26,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,EntityMap_1_12_1,Magic Number,The method contains a magic number: 0x27,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,EntityMap_1_12_1,Magic Number,The method contains a magic number: 0x28,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,EntityMap_1_12_1,Magic Number,The method contains a magic number: 0x30,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,EntityMap_1_12_1,Magic Number,The method contains a magic number: 0x33,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,EntityMap_1_12_1,Magic Number,The method contains a magic number: 0x36,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,EntityMap_1_12_1,Magic Number,The method contains a magic number: 0x39,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,EntityMap_1_12_1,Magic Number,The method contains a magic number: 0x3C,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,EntityMap_1_12_1,Magic Number,The method contains a magic number: 0x3D,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,EntityMap_1_12_1,Magic Number,The method contains a magic number: 0x3E,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,EntityMap_1_12_1,Magic Number,The method contains a magic number: 0x3F,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,EntityMap_1_12_1,Magic Number,The method contains a magic number: 0x43,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,EntityMap_1_12_1,Magic Number,The method contains a magic number: 0x4B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,EntityMap_1_12_1,Magic Number,The method contains a magic number: 0x4C,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,EntityMap_1_12_1,Magic Number,The method contains a magic number: 0x4E,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,EntityMap_1_12_1,Magic Number,The method contains a magic number: 0x4F,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,EntityMap_1_12_1,Magic Number,The method contains a magic number: 0x0A,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,EntityMap_1_12_1,Magic Number,The method contains a magic number: 0x15,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,rewriteClientbound,Complex Conditional,The conditional expression type == 60 || type == 90 || type == 91 is complex.,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,rewriteClientbound,Complex Method,Cyclomatic complexity of the method is 20,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,rewriteClientbound,Magic Number,The method contains a magic number: 0x3D,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,rewriteClientbound,Magic Number,The method contains a magic number: 4,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,rewriteClientbound,Magic Number,The method contains a magic number: 0x4B,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,rewriteClientbound,Magic Number,The method contains a magic number: 0x43,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,rewriteClientbound,Magic Number,The method contains a magic number: 0x32,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,rewriteClientbound,Magic Number,The method contains a magic number: 60,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,rewriteClientbound,Magic Number,The method contains a magic number: 90,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,rewriteClientbound,Magic Number,The method contains a magic number: 91,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,rewriteClientbound,Magic Number,The method contains a magic number: 60,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,rewriteClientbound,Magic Number,The method contains a magic number: 91,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,rewriteClientbound,Magic Number,The method contains a magic number: 26,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,rewriteClientbound,Magic Number,The method contains a magic number: 0x05,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,rewriteClientbound,Magic Number,The method contains a magic number: 0x2D,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,rewriteClientbound,Magic Number,The method contains a magic number: 2,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,rewriteClientbound,Magic Number,The method contains a magic number: 0x3C,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,rewriteClientbound,Magic Number,The method contains a magic number: 6,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,rewriteClientbound,Magic Number,The method contains a magic number: 7,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,rewriteClientbound,Magic Number,The method contains a magic number: 13,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12_1,rewriteServerbound,Magic Number,The method contains a magic number: 0x1E,159
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,EntityMap_1_13,Magic Number,The method contains a magic number: 0x03,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,EntityMap_1_13,Magic Number,The method contains a magic number: 0x04,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,EntityMap_1_13,Magic Number,The method contains a magic number: 0x05,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,EntityMap_1_13,Magic Number,The method contains a magic number: 0x06,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,EntityMap_1_13,Magic Number,The method contains a magic number: 0x08,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,EntityMap_1_13,Magic Number,The method contains a magic number: 0x1C,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,EntityMap_1_13,Magic Number,The method contains a magic number: 0x27,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,EntityMap_1_13,Magic Number,The method contains a magic number: 0x28,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,EntityMap_1_13,Magic Number,The method contains a magic number: 0x29,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,EntityMap_1_13,Magic Number,The method contains a magic number: 0x2A,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,EntityMap_1_13,Magic Number,The method contains a magic number: 0x33,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,EntityMap_1_13,Magic Number,The method contains a magic number: 0x36,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,EntityMap_1_13,Magic Number,The method contains a magic number: 0x39,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,EntityMap_1_13,Magic Number,The method contains a magic number: 0x3C,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,EntityMap_1_13,Magic Number,The method contains a magic number: 0x3F,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,EntityMap_1_13,Magic Number,The method contains a magic number: 0x40,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,EntityMap_1_13,Magic Number,The method contains a magic number: 0x41,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,EntityMap_1_13,Magic Number,The method contains a magic number: 0x42,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,EntityMap_1_13,Magic Number,The method contains a magic number: 0x46,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,EntityMap_1_13,Magic Number,The method contains a magic number: 0x4F,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,EntityMap_1_13,Magic Number,The method contains a magic number: 0x50,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,EntityMap_1_13,Magic Number,The method contains a magic number: 0x52,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,EntityMap_1_13,Magic Number,The method contains a magic number: 0x53,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,EntityMap_1_13,Magic Number,The method contains a magic number: 0x0D,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,EntityMap_1_13,Magic Number,The method contains a magic number: 0x19,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,rewriteClientbound,Complex Conditional,The conditional expression type == 60 || type == 90 || type == 91 is complex.,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,rewriteClientbound,Complex Method,Cyclomatic complexity of the method is 20,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,rewriteClientbound,Magic Number,The method contains a magic number: 0x40,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,rewriteClientbound,Magic Number,The method contains a magic number: 4,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,rewriteClientbound,Magic Number,The method contains a magic number: 0x4F,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,rewriteClientbound,Magic Number,The method contains a magic number: 0x46,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,rewriteClientbound,Magic Number,The method contains a magic number: 0x35,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,rewriteClientbound,Magic Number,The method contains a magic number: 60,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,rewriteClientbound,Magic Number,The method contains a magic number: 90,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,rewriteClientbound,Magic Number,The method contains a magic number: 91,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,rewriteClientbound,Magic Number,The method contains a magic number: 60,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,rewriteClientbound,Magic Number,The method contains a magic number: 91,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,rewriteClientbound,Magic Number,The method contains a magic number: 26,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,rewriteClientbound,Magic Number,The method contains a magic number: 0x05,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,rewriteClientbound,Magic Number,The method contains a magic number: 0x2F,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,rewriteClientbound,Magic Number,The method contains a magic number: 2,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,rewriteClientbound,Magic Number,The method contains a magic number: 0x3F,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,rewriteClientbound,Magic Number,The method contains a magic number: 6,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,rewriteClientbound,Magic Number,The method contains a magic number: 7,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,rewriteClientbound,Magic Number,The method contains a magic number: 13,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_13,rewriteServerbound,Magic Number,The method contains a magic number: 0x28,159
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,EntityMap_1_14,Magic Number,The method contains a magic number: 0x03,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,EntityMap_1_14,Magic Number,The method contains a magic number: 0x04,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,EntityMap_1_14,Magic Number,The method contains a magic number: 0x05,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,EntityMap_1_14,Magic Number,The method contains a magic number: 0x06,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,EntityMap_1_14,Magic Number,The method contains a magic number: 0x08,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,EntityMap_1_14,Magic Number,The method contains a magic number: 0x1B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,EntityMap_1_14,Magic Number,The method contains a magic number: 0x28,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,EntityMap_1_14,Magic Number,The method contains a magic number: 0x29,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,EntityMap_1_14,Magic Number,The method contains a magic number: 0x2A,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,EntityMap_1_14,Magic Number,The method contains a magic number: 0x2B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,EntityMap_1_14,Magic Number,The method contains a magic number: 0x38,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,EntityMap_1_14,Magic Number,The method contains a magic number: 0x3B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,EntityMap_1_14,Magic Number,The method contains a magic number: 0x3E,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,EntityMap_1_14,Magic Number,The method contains a magic number: 0x43,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,EntityMap_1_14,Magic Number,The method contains a magic number: 0x44,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,EntityMap_1_14,Magic Number,The method contains a magic number: 0x45,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,EntityMap_1_14,Magic Number,The method contains a magic number: 0x46,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,EntityMap_1_14,Magic Number,The method contains a magic number: 0x4A,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,EntityMap_1_14,Magic Number,The method contains a magic number: 0x55,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,EntityMap_1_14,Magic Number,The method contains a magic number: 0x56,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,EntityMap_1_14,Magic Number,The method contains a magic number: 0x58,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,EntityMap_1_14,Magic Number,The method contains a magic number: 0x59,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,EntityMap_1_14,Magic Number,The method contains a magic number: 0x0E,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,EntityMap_1_14,Magic Number,The method contains a magic number: 0x1B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,rewriteClientbound,Complex Conditional,The conditional expression type == 2 || type == 101 || type == 71 is complex.,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,rewriteClientbound,Complex Method,Cyclomatic complexity of the method is 21,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,rewriteClientbound,Magic Number,The method contains a magic number: 0x44,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,rewriteClientbound,Magic Number,The method contains a magic number: 4,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,rewriteClientbound,Magic Number,The method contains a magic number: 0x55,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,rewriteClientbound,Magic Number,The method contains a magic number: 0x4A,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,rewriteClientbound,Magic Number,The method contains a magic number: 0x37,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,rewriteClientbound,Magic Number,The method contains a magic number: 2,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,rewriteClientbound,Magic Number,The method contains a magic number: 101,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,rewriteClientbound,Magic Number,The method contains a magic number: 71,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,rewriteClientbound,Magic Number,The method contains a magic number: 2,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,rewriteClientbound,Magic Number,The method contains a magic number: 71,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,rewriteClientbound,Magic Number,The method contains a magic number: 26,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,rewriteClientbound,Magic Number,The method contains a magic number: 0x05,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,rewriteClientbound,Magic Number,The method contains a magic number: 0x32,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,rewriteClientbound,Magic Number,The method contains a magic number: 2,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,rewriteClientbound,Magic Number,The method contains a magic number: 0x43,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,rewriteClientbound,Magic Number,The method contains a magic number: 7,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,rewriteClientbound,Magic Number,The method contains a magic number: 8,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,rewriteClientbound,Magic Number,The method contains a magic number: 15,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,rewriteClientbound,Magic Number,The method contains a magic number: 0x50,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_14,rewriteServerbound,Magic Number,The method contains a magic number: 0x2B,163
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,EntityMap_1_15,Magic Number,The method contains a magic number: 0x03,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,EntityMap_1_15,Magic Number,The method contains a magic number: 0x04,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,EntityMap_1_15,Magic Number,The method contains a magic number: 0x05,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,EntityMap_1_15,Magic Number,The method contains a magic number: 0x06,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,EntityMap_1_15,Magic Number,The method contains a magic number: 0x09,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,EntityMap_1_15,Magic Number,The method contains a magic number: 0x1C,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,EntityMap_1_15,Magic Number,The method contains a magic number: 0x29,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,EntityMap_1_15,Magic Number,The method contains a magic number: 0x2A,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,EntityMap_1_15,Magic Number,The method contains a magic number: 0x2B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,EntityMap_1_15,Magic Number,The method contains a magic number: 0x2C,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,EntityMap_1_15,Magic Number,The method contains a magic number: 0x39,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,EntityMap_1_15,Magic Number,The method contains a magic number: 0x3C,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,EntityMap_1_15,Magic Number,The method contains a magic number: 0x3F,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,EntityMap_1_15,Magic Number,The method contains a magic number: 0x44,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,EntityMap_1_15,Magic Number,The method contains a magic number: 0x45,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,EntityMap_1_15,Magic Number,The method contains a magic number: 0x46,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,EntityMap_1_15,Magic Number,The method contains a magic number: 0x47,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,EntityMap_1_15,Magic Number,The method contains a magic number: 0x4B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,EntityMap_1_15,Magic Number,The method contains a magic number: 0x56,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,EntityMap_1_15,Magic Number,The method contains a magic number: 0x57,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,EntityMap_1_15,Magic Number,The method contains a magic number: 0x59,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,EntityMap_1_15,Magic Number,The method contains a magic number: 0x5A,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,EntityMap_1_15,Magic Number,The method contains a magic number: 0x0E,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,EntityMap_1_15,Magic Number,The method contains a magic number: 0x1B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,rewriteClientbound,Complex Conditional,The conditional expression type == 2 || type == 102 || type == 72 is complex.,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,rewriteClientbound,Complex Method,Cyclomatic complexity of the method is 21,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,rewriteClientbound,Magic Number,The method contains a magic number: 0x45,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,rewriteClientbound,Magic Number,The method contains a magic number: 4,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,rewriteClientbound,Magic Number,The method contains a magic number: 0x56,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,rewriteClientbound,Magic Number,The method contains a magic number: 0x4B,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,rewriteClientbound,Magic Number,The method contains a magic number: 0x38,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,rewriteClientbound,Magic Number,The method contains a magic number: 2,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,rewriteClientbound,Magic Number,The method contains a magic number: 102,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,rewriteClientbound,Magic Number,The method contains a magic number: 72,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,rewriteClientbound,Magic Number,The method contains a magic number: 2,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,rewriteClientbound,Magic Number,The method contains a magic number: 72,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,rewriteClientbound,Magic Number,The method contains a magic number: 26,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,rewriteClientbound,Magic Number,The method contains a magic number: 0x05,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,rewriteClientbound,Magic Number,The method contains a magic number: 0x33,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,rewriteClientbound,Magic Number,The method contains a magic number: 2,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,rewriteClientbound,Magic Number,The method contains a magic number: 0x44,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,rewriteClientbound,Magic Number,The method contains a magic number: 7,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,rewriteClientbound,Magic Number,The method contains a magic number: 8,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,rewriteClientbound,Magic Number,The method contains a magic number: 16,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,rewriteClientbound,Magic Number,The method contains a magic number: 0x51,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_15,rewriteServerbound,Magic Number,The method contains a magic number: 0x2B,163
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,EntityMap_1_16,Magic Number,The method contains a magic number: 0x02,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,EntityMap_1_16,Magic Number,The method contains a magic number: 0x03,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,EntityMap_1_16,Magic Number,The method contains a magic number: 0x04,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,EntityMap_1_16,Magic Number,The method contains a magic number: 0x05,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,EntityMap_1_16,Magic Number,The method contains a magic number: 0x08,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,EntityMap_1_16,Magic Number,The method contains a magic number: 0x1B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,EntityMap_1_16,Magic Number,The method contains a magic number: 0x28,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,EntityMap_1_16,Magic Number,The method contains a magic number: 0x29,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,EntityMap_1_16,Magic Number,The method contains a magic number: 0x2A,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,EntityMap_1_16,Magic Number,The method contains a magic number: 0x2B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,EntityMap_1_16,Magic Number,The method contains a magic number: 0x38,17
